Institute,CollegeState,BranchShortcut,DegreeType,Quota,SeatType,Gender,PredictedClosingRank2026,InstituteType,GlobalPrestigeIndex,GlobalBranchPopularity
Indian Institute of Technology Hyderabad,TELANGANA,INDUSTRIAL CHEMISTRY,BTech,AI,EWS,Female-only (including Supernumerary),2736,IIT,6,89
Indian Institute of Technology Hyderabad,TELANGANA,INDUSTRIAL CHEMISTRY,BTech,AI,EWS,Gender-Neutral,1511,IIT,6,89
Indian Institute of Technology Hyderabad,TELANGANA,INDUSTRIAL CHEMISTRY,BTech,AI,OBC-NCL,Female-only (including Supernumerary),6795,IIT,6,89
Indian Institute of Technology Hyderabad,TELANGANA,INDUSTRIAL CHEMISTRY,BTech,AI,OBC-NCL,Gender-Neutral,3841,IIT,6,89
Indian Institute of Technology Hyderabad,TELANGANA,INDUSTRIAL CHEMISTRY,BTech,AI,OPEN,Female-only (including Supernumerary),15372,IIT,6,89
Indian Institute of Technology Hyderabad,TELANGANA,INDUSTRIAL CHEMISTRY,BTech,AI,OPEN,Gender-Neutral,8716,IIT,6,89
Indian Institute of Technology Hyderabad,TELANGANA,INDUSTRIAL CHEMISTRY,BTech,AI,OPEN (PwD),Gender-Neutral,369,IIT,6,89
Indian Institute of Technology Hyderabad,TELANGANA,INDUSTRIAL CHEMISTRY,BTech,AI,SC,Female-only (including Supernumerary),3334,IIT,6,89
Indian Institute of Technology Hyderabad,TELANGANA,INDUSTRIAL CHEMISTRY,BTech,AI,SC,Gender-Neutral,2264,IIT,6,89
Indian Institute of Technology Hyderabad,TELANGANA,INDUSTRIAL CHEMISTRY,BTech,AI,ST,Gender-Neutral,1121,IIT,6,89
Indian Institute of Technology Hyderabad,TELANGANA,MATERIALS SCIENCE AND METALLURGICAL ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),2412,IIT,6,94
Indian Institute of Technology Hyderabad,TELANGANA,MATERIALS SCIENCE AND METALLURGICAL ENGINEERING,BTech,AI,EWS,Gender-Neutral,1472,IIT,6,94
Indian Institute of Technology Hyderabad,TELANGANA,MATERIALS SCIENCE AND METALLURGICAL ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),6737,IIT,6,94
Indian Institute of Technology Hyderabad,TELANGANA,MATERIALS SCIENCE AND METALLURGICAL ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,3472,IIT,6,94
Indian Institute of Technology Hyderabad,TELANGANA,MATERIALS SCIENCE AND METALLURGICAL ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),15228,IIT,6,94
Indian Institute of Technology Hyderabad,TELANGANA,MATERIALS SCIENCE AND METALLURGICAL ENGINEERING,BTech,AI,OPEN,Gender-Neutral,8019,IIT,6,94
Indian Institute of Technology Hyderabad,TELANGANA,MATERIALS SCIENCE AND METALLURGICAL ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),2807,IIT,6,94
Indian Institute of Technology Hyderabad,TELANGANA,MATERIALS SCIENCE AND METALLURGICAL ENGINEERING,BTech,AI,SC,Gender-Neutral,2115,IIT,6,94
Indian Institute of Technology Hyderabad,TELANGANA,MATERIALS SCIENCE AND METALLURGICAL ENGINEERING,BTech,AI,ST,Gender-Neutral,1018,IIT,6,94
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,EWS,Female-only (including Supernumerary),447,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,EWS,Gender-Neutral,149,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),1313,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,OBC-NCL,Gender-Neutral,407,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,OBC-NCL (PwD),Gender-Neutral,24,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,OPEN,Female-only (including Supernumerary),3114,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,OPEN,Gender-Neutral,928,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,OPEN (PwD),Gender-Neutral,46,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,SC,Female-only (including Supernumerary),715,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,SC,Gender-Neutral,263,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MATHEMATICS AND COMPUTING,BTech,AI,ST,Gender-Neutral,156,IIT,6,55
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),1722,IIT,6,111
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,EWS,Gender-Neutral,807,IIT,6,111
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),4549,IIT,6,111
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,2031,IIT,6,111
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),9757,IIT,6,111
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,OPEN,Gender-Neutral,4174,IIT,6,111
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,OPEN (PwD),Gender-Neutral,197,IIT,6,111
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),2058,IIT,6,111
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,SC,Gender-Neutral,1144,IIT,6,111
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,ST,Female-only (including Supernumerary),981,IIT,6,111
Indian Institute of Technology Hyderabad,TELANGANA,MECHANICAL ENGINEERING,BTech,AI,ST,Gender-Neutral,542,IIT,6,111
Indian Institute of Technology Indore,MADHYA PRADESH,CHEMICAL ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),2278,IIT,10,88
Indian Institute of Technology Indore,MADHYA PRADESH,CHEMICAL ENGINEERING,BTech,AI,EWS,Gender-Neutral,1255,IIT,10,88
Indian Institute of Technology Indore,MADHYA PRADESH,CHEMICAL ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),6738,IIT,10,88
Indian Institute of Technology Indore,MADHYA PRADESH,CHEMICAL ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,3366,IIT,10,88
Indian Institute of Technology Indore,MADHYA PRADESH,CHEMICAL ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),15264,IIT,10,88
Indian Institute of Technology Indore,MADHYA PRADESH,CHEMICAL ENGINEERING,BTech,AI,OPEN,Gender-Neutral,7526,IIT,10,88
Indian Institute of Technology Indore,MADHYA PRADESH,CHEMICAL ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),2614,IIT,10,88
Indian Institute of Technology Indore,MADHYA PRADESH,CHEMICAL ENGINEERING,BTech,AI,SC,Gender-Neutral,1902,IIT,10,88
Indian Institute of Technology Indore,MADHYA PRADESH,CHEMICAL ENGINEERING,BTech,AI,ST,Female-only (including Supernumerary),1529,IIT,10,88
Indian Institute of Technology Indore,MADHYA PRADESH,CHEMICAL ENGINEERING,BTech,AI,ST,Gender-Neutral,981,IIT,10,88
Indian Institute of Technology Indore,MADHYA PRADESH,CIVIL ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),2760,IIT,10,142
Indian Institute of Technology Indore,MADHYA PRADESH,CIVIL ENGINEERING,BTech,AI,EWS,Gender-Neutral,1543,IIT,10,142
Indian Institute of Technology Indore,MADHYA PRADESH,CIVIL ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),8043,IIT,10,142
Indian Institute of Technology Indore,MADHYA PRADESH,CIVIL ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,3928,IIT,10,142
Indian Institute of Technology Indore,MADHYA PRADESH,CIVIL ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),17935,IIT,10,142
Indian Institute of Technology Indore,MADHYA PRADESH,CIVIL ENGINEERING,BTech,AI,OPEN,Gender-Neutral,9549,IIT,10,142
Indian Institute of Technology Indore,MADHYA PRADESH,CIVIL ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),3428,IIT,10,142
Indian Institute of Technology Indore,MADHYA PRADESH,CIVIL ENGINEERING,BTech,AI,SC,Gender-Neutral,2135,IIT,10,142
Indian Institute of Technology Indore,MADHYA PRADESH,CIVIL ENGINEERING,BTech,AI,ST,Female-only (including Supernumerary),1311,IIT,10,142
Indian Institute of Technology Indore,MADHYA PRADESH,CIVIL ENGINEERING,BTech,AI,ST,Gender-Neutral,798,IIT,10,142
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),665,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,EWS,Gender-Neutral,206,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,EWS (PwD),Gender-Neutral,13,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),2096,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,662,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL (PwD),Gender-Neutral,28,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),4662,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OPEN,Gender-Neutral,1765,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OPEN (PwD),Gender-Neutral,52,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),934,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,SC,Gender-Neutral,323,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,ST,Female-only (including Supernumerary),368,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,ST,Gender-Neutral,150,IIT,10,85
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),1359,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,EWS,Gender-Neutral,698,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),4329,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,1679,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),8559,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,OPEN,Gender-Neutral,3756,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,OPEN (PwD),Gender-Neutral,235,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),1983,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,SC,Gender-Neutral,1018,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,ST,Female-only (including Supernumerary),927,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ELECTRICAL ENGINEERING,BTech,AI,ST,Gender-Neutral,519,IIT,10,87
Indian Institute of Technology Indore,MADHYA PRADESH,ENGINEERING PHYSICS,BTech,AI,EWS,Gender-Neutral,1554,IIT,10,46
Indian Institute of Technology Indore,MADHYA PRADESH,ENGINEERING PHYSICS,BTech,AI,OBC-NCL,Female-only (including Supernumerary),7478,IIT,10,46
Indian Institute of Technology Indore,MADHYA PRADESH,ENGINEERING PHYSICS,BTech,AI,OBC-NCL,Gender-Neutral,3574,IIT,10,46
Indian Institute of Technology Indore,MADHYA PRADESH,ENGINEERING PHYSICS,BTech,AI,OPEN,Female-only (including Supernumerary),16244,IIT,10,46
Indian Institute of Technology Indore,MADHYA PRADESH,ENGINEERING PHYSICS,BTech,AI,OPEN,Gender-Neutral,7563,IIT,10,46
Indian Institute of Technology Indore,MADHYA PRADESH,ENGINEERING PHYSICS,BTech,AI,SC,Female-only (including Supernumerary),3713,IIT,10,46
Indian Institute of Technology Indore,MADHYA PRADESH,ENGINEERING PHYSICS,BTech,AI,SC,Gender-Neutral,2214,IIT,10,46
Indian Institute of Technology Indore,MADHYA PRADESH,ENGINEERING PHYSICS,BTech,AI,ST,Gender-Neutral,1219,IIT,10,46
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,EWS,Female-only (including Supernumerary),843,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,EWS,Gender-Neutral,360,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),2675,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,OBC-NCL,Gender-Neutral,1029,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,OPEN,Female-only (including Supernumerary),5620,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,OPEN,Gender-Neutral,2114,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,OPEN (PwD),Gender-Neutral,130,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,SC,Female-only (including Supernumerary),1399,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,SC,Gender-Neutral,700,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,ST,Female-only (including Supernumerary),826,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MATHEMATICS AND COMPUTING,BTech,AI,ST,Gender-Neutral,342,IIT,10,55
Indian Institute of Technology Indore,MADHYA PRADESH,MECHANICAL ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),2416,IIT,10,111
Indian Institute of Technology Indore,MADHYA PRADESH,MECHANICAL ENGINEERING,BTech,AI,EWS,Gender-Neutral,1207,IIT,10,111
Indian Institute of Technology Indore,MADHYA PRADESH,MECHANICAL ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),6771,IIT,10,111
Indian Institute of Technology Indore,MADHYA PRADESH,MECHANICAL ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,2990,IIT,10,111
Indian Institute of Technology Indore,MADHYA PRADESH,MECHANICAL ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),14990,IIT,10,111
Indian Institute of Technology Indore,MADHYA PRADESH,MECHANICAL ENGINEERING,BTech,AI,OPEN,Gender-Neutral,6806,IIT,10,111
Indian Institute of Technology Indore,MADHYA PRADESH,MECHANICAL ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),3267,IIT,10,111
Indian Institute of Technology Indore,MADHYA PRADESH,MECHANICAL ENGINEERING,BTech,AI,SC,Gender-Neutral,1805,IIT,10,111
Indian Institute of Technology Indore,MADHYA PRADESH,MECHANICAL ENGINEERING,BTech,AI,ST,Female-only (including Supernumerary),1413,IIT,10,111
Indian Institute of Technology Indore,MADHYA PRADESH,MECHANICAL ENGINEERING,BTech,AI,ST,Gender-Neutral,843,IIT,10,111
Indian Institute of Technology Indore,MADHYA PRADESH,METALLURGICAL ENGINEERING AND MATERIALS SCIENCE,BTech,AI,EWS,Female-only (including Supernumerary),2991,IIT,10,31
Indian Institute of Technology Indore,MADHYA PRADESH,METALLURGICAL ENGINEERING AND MATERIALS SCIENCE,BTech,AI,EWS,Gender-Neutral,1693,IIT,10,31
Indian Institute of Technology Indore,MADHYA PRADESH,METALLURGICAL ENGINEERING AND MATERIALS SCIENCE,BTech,AI,OBC-NCL,Female-only (including Supernumerary),8304,IIT,10,31
Indian Institute of Technology Indore,MADHYA PRADESH,METALLURGICAL ENGINEERING AND MATERIALS SCIENCE,BTech,AI,OBC-NCL,Gender-Neutral,4347,IIT,10,31
Indian Institute of Technology Indore,MADHYA PRADESH,METALLURGICAL ENGINEERING AND MATERIALS SCIENCE,BTech,AI,OPEN,Female-only (including Supernumerary),19101,IIT,10,31
Indian Institute of Technology Indore,MADHYA PRADESH,METALLURGICAL ENGINEERING AND MATERIALS SCIENCE,BTech,AI,OPEN,Gender-Neutral,10088,IIT,10,31
Indian Institute of Technology Indore,MADHYA PRADESH,METALLURGICAL ENGINEERING AND MATERIALS SCIENCE,BTech,AI,SC,Female-only (including Supernumerary),3768,IIT,10,31
Indian Institute of Technology Indore,MADHYA PRADESH,METALLURGICAL ENGINEERING AND MATERIALS SCIENCE,BTech,AI,SC,Gender-Neutral,2665,IIT,10,31
Indian Institute of Technology Indore,MADHYA PRADESH,METALLURGICAL ENGINEERING AND MATERIALS SCIENCE,BTech,AI,ST,Female-only (including Supernumerary),1685,IIT,10,31
Indian Institute of Technology Indore,MADHYA PRADESH,METALLURGICAL ENGINEERING AND MATERIALS SCIENCE,BTech,AI,ST,Gender-Neutral,1126,IIT,10,31
Indian Institute of Technology Indore,MADHYA PRADESH,SPACE SCIENCE AND ENGINEERING,BTech,AI,EWS,Gender-Neutral,1393,IIT,10,32
Indian Institute of Technology Indore,MADHYA PRADESH,SPACE SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),6706,IIT,10,32
Indian Institute of Technology Indore,MADHYA PRADESH,SPACE SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,2965,IIT,10,32
Indian Institute of Technology Indore,MADHYA PRADESH,SPACE SCIENCE AND ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),14646,IIT,10,32
Indian Institute of Technology Indore,MADHYA PRADESH,SPACE SCIENCE AND ENGINEERING,BTech,AI,OPEN,Gender-Neutral,7284,IIT,10,32
Indian Institute of Technology Indore,MADHYA PRADESH,SPACE SCIENCE AND ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),2844,IIT,10,32
Indian Institute of Technology Indore,MADHYA PRADESH,SPACE SCIENCE AND ENGINEERING,BTech,AI,SC,Gender-Neutral,1819,IIT,10,32
Indian Institute of Technology Indore,MADHYA PRADESH,SPACE SCIENCE AND ENGINEERING,BTech,AI,ST,Gender-Neutral,983,IIT,10,32
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CHEMICAL ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),3447,IIT,33,88
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CHEMICAL ENGINEERING,BTech,AI,EWS,Gender-Neutral,2095,IIT,33,88
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CHEMICAL ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),9150,IIT,33,88
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CHEMICAL ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,5594,IIT,33,88
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CHEMICAL ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),22878,IIT,33,88
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CHEMICAL ENGINEERING,BTech,AI,OPEN,Gender-Neutral,14888,IIT,33,88
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CHEMICAL ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),4184,IIT,33,88
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CHEMICAL ENGINEERING,BTech,AI,SC,Gender-Neutral,3032,IIT,33,88
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CHEMICAL ENGINEERING,BTech,AI,ST,Female-only (including Supernumerary),1787,IIT,33,88
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CHEMICAL ENGINEERING,BTech,AI,ST,Gender-Neutral,1383,IIT,33,88
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CIVIL ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),3986,IIT,33,142
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CIVIL ENGINEERING,BTech,AI,EWS,Gender-Neutral,2273,IIT,33,142
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CIVIL ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),9539,IIT,33,142
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CIVIL ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,5874,IIT,33,142
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CIVIL ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),25666,IIT,33,142
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CIVIL ENGINEERING,BTech,AI,OPEN,Gender-Neutral,15935,IIT,33,142
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CIVIL ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),4175,IIT,33,142
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CIVIL ENGINEERING,BTech,AI,SC,Gender-Neutral,3115,IIT,33,142
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CIVIL ENGINEERING,BTech,AI,ST,Female-only (including Supernumerary),1633,IIT,33,142
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,CIVIL ENGINEERING,BTech,AI,ST,Gender-Neutral,1168,IIT,33,142
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),1762,IIT,33,85
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,EWS,Gender-Neutral,840,IIT,33,85
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),6025,IIT,33,85
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,2734,IIT,33,85
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),12002,IIT,33,85
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OPEN,Gender-Neutral,5766,IIT,33,85
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),2074,IIT,33,85
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,SC,Gender-Neutral,1260,IIT,33,85
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,ST,Gender-Neutral,673,IIT,33,85
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ELECTRICAL ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),2921,IIT,33,87
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ELECTRICAL ENGINEERING,BTech,AI,EWS,Gender-Neutral,1658,IIT,33,87
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ELECTRICAL ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),7815,IIT,33,87
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ELECTRICAL ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,4135,IIT,33,87
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ELECTRICAL ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),18207,IIT,33,87
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ELECTRICAL ENGINEERING,BTech,AI,OPEN,Gender-Neutral,9555,IIT,33,87
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ELECTRICAL ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),3196,IIT,33,87
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ELECTRICAL ENGINEERING,BTech,AI,SC,Gender-Neutral,2296,IIT,33,87
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ELECTRICAL ENGINEERING,BTech,AI,ST,Gender-Neutral,1073,IIT,33,87
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ENGINEERING PHYSICS,BTech,AI,EWS,Gender-Neutral,2327,IIT,33,46
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ENGINEERING PHYSICS,BTech,AI,OBC-NCL,Female-only (including Supernumerary),9678,IIT,33,46
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ENGINEERING PHYSICS,BTech,AI,OBC-NCL,Gender-Neutral,5996,IIT,33,46
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ENGINEERING PHYSICS,BTech,AI,OPEN,Female-only (including Supernumerary),23875,IIT,33,46
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ENGINEERING PHYSICS,BTech,AI,OPEN,Gender-Neutral,14496,IIT,33,46
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ENGINEERING PHYSICS,BTech,AI,SC,Female-only (including Supernumerary),4457,IIT,33,46
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ENGINEERING PHYSICS,BTech,AI,SC,Gender-Neutral,3422,IIT,33,46
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ENGINEERING PHYSICS,BTech,AI,ST,Female-only (including Supernumerary),2228,IIT,33,46
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,ENGINEERING PHYSICS,BTech,AI,ST,Gender-Neutral,1688,IIT,33,46
Indian Institute of Technology Jammu,JAMMU AND KASHMIR,MATERIALS ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),3928,IIT,33,75
