Institute,Academic-Program-Name,Quota,Seat-Type,Gender,Round-1-Opening-Rank,Round-1-Closing-Rank,Round-2-Opening-Rank,Round-2-Closing-Rank,Round-3-Opening-Rank,Round-3-Closing-Rank,Round-4-Opening-Rank,Round-4-Closing-Rank,Round-5-Opening-Rank,Round-5-Closing-Rank,Opening-Rank,Closing-Rank,State,StateId,InstituteId,Type,Id
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,5418.0,8289.0,5754.0,8331.0,5754.0,8331.0,5754.0,8331.0,5973.0,8765.0,5418.0,8765.0,West Bengal,6,130,NIT,130MHO
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,West Bengal,6,130,NIT,130MHOP
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1334.0,2835.0,1334.0,3009.0,1334.0,3009.0,1334.0,3009.0,1334.0,3009.0,1334.0,3009.0,West Bengal,6,130,NIT,130FHSC
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1449.0,1768.0,1449.0,1934.0,1449.0,1934.0,1449.0,1934.0,1449.0,1934.0,1449.0,1934.0,West Bengal,6,130,NIT,130MHSC
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),532.0,736.0,736.0,1188.0,736.0,1188.0,736.0,1188.0,736.0,1188.0,532.0,1188.0,West Bengal,6,130,NIT,130FHST
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,393.0,456.0,393.0,458.0,393.0,458.0,393.0,458.0,393.0,458.0,393.0,458.0,West Bengal,6,130,NIT,130MHST
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),10013.0,10013.0,13464.0,13464.0,13464.0,13464.0,13464.0,13464.0,13464.0,13464.0,10013.0,13464.0,West Bengal,6,130,NIT,130FHE
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4817.0,5617.0,6409.0,6620.0,6409.0,6620.0,6409.0,6620.0,6409.0,6620.0,4817.0,6620.0,West Bengal,6,130,NIT,130MHE
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),18159.0,19734.0,19734.0,28372.0,19734.0,28372.0,19734.0,28372.0,19734.0,28372.0,18159.0,28372.0,West Bengal,6,130,NIT,130FHON
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,9325.0,14049.0,13028.0,16954.0,13028.0,17401.0,13028.0,17401.0,13028.0,17401.0,9325.0,17401.0,West Bengal,6,130,NIT,130MHON
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),25741.0,29200.0,25741.0,29200.0,27454.0,32101.0,27454.0,32123.0,27454.0,32123.0,25741.0,32123.0,West Bengal,6,130,NIT,130FHO
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,19094.0,21755.0,19100.0,22404.0,19100.0,22404.0,19100.0,22427.0,20004.0,23223.0,19094.0,23223.0,West Bengal,6,130,NIT,130MHO
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,1171.0,West Bengal,6,130,NIT,130MHOP
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4056.0,4390.0,4056.0,4390.0,4056.0,4390.0,4056.0,4390.0,4390.0,6515.0,4056.0,6515.0,West Bengal,6,130,NIT,130FHSC
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2367.0,3362.0,3159.0,3940.0,3159.0,3940.0,3159.0,3940.0,3159.0,3940.0,2367.0,3940.0,West Bengal,6,130,NIT,130MHSC
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,1808.0,West Bengal,6,130,NIT,130FHST
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2150.0,2644.0,2644.0,3373.0,2644.0,3373.0,2644.0,3373.0,2644.0,3373.0,2150.0,3373.0,West Bengal,6,130,NIT,130MHST
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4278.0,4278.0,4784.0,4784.0,4784.0,4784.0,4784.0,4784.0,5302.0,5302.0,4278.0,5302.0,West Bengal,6,130,NIT,130FHE
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2673.0,2746.0,2997.0,3043.0,2997.0,3043.0,2997.0,3043.0,3033.0,3226.0,2673.0,3226.0,West Bengal,6,130,NIT,130MHE
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8566.0,8925.0,8925.0,9082.0,9082.0,9504.0,9082.0,9504.0,9082.0,9504.0,8566.0,9504.0,West Bengal,6,130,NIT,130FHON
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4895.0,5783.0,5247.0,6082.0,5247.0,6131.0,5247.0,6151.0,5783.0,6475.0,4895.0,6475.0,West Bengal,6,130,NIT,130MHON
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,432.0,432.0,737.0,737.0,737.0,737.0,646.0,737.0,646.0,737.0,432.0,737.0,West Bengal,6,130,NIT,130MHONP
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),23914.0,26448.0,23914.0,29742.0,23914.0,29742.0,23914.0,29742.0,23914.0,31268.0,23914.0,31268.0,West Bengal,6,130,NIT,130FHO
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,13890.0,17545.0,14715.0,18197.0,14715.0,18197.0,14715.0,18198.0,14715.0,19559.0,13890.0,19559.0,West Bengal,6,130,NIT,130MHO
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,934.0,934.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,934.0,1410.0,West Bengal,6,130,NIT,130MHOP
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2975.0,4059.0,5518.0,5717.0,5518.0,5717.0,5518.0,5717.0,5518.0,5717.0,2975.0,5717.0,West Bengal,6,130,NIT,130FHSC
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2890.0,3342.0,3207.0,3788.0,3207.0,3788.0,3207.0,3788.0,3207.0,3955.0,2890.0,3955.0,West Bengal,6,130,NIT,130MHSC
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,West Bengal,6,130,NIT,130FHST
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1093.0,1139.0,1093.0,1139.0,1093.0,1139.0,1093.0,1139.0,1093.0,1139.0,1093.0,1139.0,West Bengal,6,130,NIT,130MHST
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),7651.0,7651.0,9393.0,9393.0,9393.0,9393.0,9393.0,9393.0,9393.0,9393.0,7651.0,9393.0,West Bengal,6,130,NIT,130FHE
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3525.0,4496.0,5951.0,6124.0,5951.0,6124.0,5951.0,6124.0,5951.0,6124.0,3525.0,6124.0,West Bengal,6,130,NIT,130MHE
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),15435.0,17763.0,15608.0,18159.0,15608.0,18159.0,15608.0,18159.0,15608.0,18159.0,15435.0,18159.0,West Bengal,6,130,NIT,130FHON
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7273.0,9244.0,7273.0,12936.0,7273.0,12936.0,7273.0,12936.0,7273.0,12936.0,7273.0,12936.0,West Bengal,6,130,NIT,130MHON
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,West Bengal,6,130,NIT,130MHONP
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),17465.0,22459.0,22279.0,23007.0,22279.0,23007.0,22279.0,23007.0,22279.0,23007.0,17465.0,23007.0,West Bengal,6,130,NIT,130FHO
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,10363.0,15814.0,12069.0,17932.0,12069.0,17932.0,12069.0,17932.0,12069.0,19252.0,10363.0,19252.0,West Bengal,6,130,NIT,130MHO
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,414.0,West Bengal,6,130,NIT,130MHOP
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),2152.0,2152.0,2615.0,2615.0,2615.0,2615.0,2615.0,2615.0,4056.0,4056.0,2152.0,4056.0,West Bengal,6,130,NIT,130FHSC
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1739.0,2262.0,1739.0,2901.0,1739.0,2901.0,1739.0,2901.0,1739.0,2901.0,1739.0,2901.0,West Bengal,6,130,NIT,130MHSC
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4938.0,4938.0,4938.0,4938.0,4938.0,4938.0,4938.0,4938.0,4938.0,4938.0,4938.0,4938.0,West Bengal,6,130,NIT,130FHST
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1478.0,2160.0,1478.0,3002.0,1478.0,3002.0,1478.0,3002.0,1478.0,3002.0,1478.0,3002.0,West Bengal,6,130,NIT,130MHST
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3292.0,3292.0,3164.0,3292.0,West Bengal,6,130,NIT,130FHE
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1793.0,1854.0,1854.0,1984.0,1854.0,1984.0,1854.0,1984.0,2057.0,2149.0,1793.0,2149.0,West Bengal,6,130,NIT,130MHE
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),7282.0,7540.0,7282.0,7588.0,7282.0,7588.0,7282.0,7588.0,7282.0,7588.0,7282.0,7588.0,West Bengal,6,130,NIT,130FHON
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3400.0,3934.0,3555.0,4356.0,3555.0,4356.0,3555.0,4356.0,3555.0,4631.0,3400.0,4631.0,West Bengal,6,130,NIT,130MHON
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),14583.0,17085.0,14583.0,17085.0,14583.0,17085.0,14583.0,17085.0,17085.0,20568.0,14583.0,20568.0,West Bengal,6,130,NIT,130FHO
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,9035.0,11921.0,9270.0,12278.0,9270.0,12278.0,9270.0,12278.0,9270.0,13608.0,9035.0,13608.0,West Bengal,6,130,NIT,130MHO
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,493.0,493.0,593.0,593.0,593.0,593.0,593.0,593.0,593.0,593.0,493.0,593.0,West Bengal,6,130,NIT,130MHOP
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3009.0,3773.0,4032.0,4059.0,4032.0,4059.0,4032.0,4059.0,4032.0,4059.0,3009.0,4059.0,West Bengal,6,130,NIT,130FHSC
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1961.0,2582.0,2052.0,2722.0,2052.0,2722.0,2052.0,2722.0,2052.0,2851.0,1961.0,2851.0,West Bengal,6,130,NIT,130MHSC
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1690.0,1690.0,1885.0,1885.0,1885.0,1885.0,1885.0,1885.0,1885.0,1885.0,1690.0,1885.0,West Bengal,6,130,NIT,130FHST
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,603.0,757.0,603.0,757.0,603.0,757.0,603.0,757.0,603.0,757.0,603.0,757.0,West Bengal,6,130,NIT,130MHST
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),13464.0,15690.0,15078.0,16616.0,15078.0,16616.0,15078.0,16616.0,15078.0,16616.0,13464.0,16616.0,West Bengal,6,130,NIT,130FHE
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,5951.0,6472.0,6923.0,9762.0,6923.0,10116.0,6923.0,10116.0,6923.0,10116.0,5951.0,10116.0,West Bengal,6,130,NIT,130MHE
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),22592.0,33900.0,29317.0,37738.0,29317.0,37738.0,29317.0,38269.0,29317.0,38269.0,22592.0,38269.0,West Bengal,6,130,NIT,130FHON
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13392.0,19109.0,13392.0,23786.0,13392.0,23991.0,13392.0,23991.0,13392.0,23991.0,13392.0,23991.0,West Bengal,6,130,NIT,130MHON
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,1635.0,West Bengal,6,130,NIT,130MHONP
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),35905.0,42063.0,35905.0,42063.0,35905.0,42063.0,36478.0,46350.0,36478.0,49258.0,35905.0,49258.0,West Bengal,6,130,NIT,130FHO
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,16861.0,30279.0,22835.0,31944.0,22835.0,31976.0,22835.0,32058.0,24328.0,32976.0,16861.0,32976.0,West Bengal,6,130,NIT,130MHO
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,West Bengal,6,130,NIT,130MHOP
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),6640.0,7876.0,6668.0,8236.0,6668.0,8236.0,6668.0,8236.0,6668.0,8236.0,6640.0,8236.0,West Bengal,6,130,NIT,130FHSC
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2996.0,4742.0,3057.0,5532.0,3057.0,5633.0,3057.0,5633.0,3057.0,5700.0,2996.0,5700.0,West Bengal,6,130,NIT,130MHSC
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,125.0,125.0,,,,,,,,,125.0,125.0,West Bengal,6,130,NIT,130MHSCP
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),6082.0,7859.0,7859.0,12899.0,7859.0,12899.0,7859.0,12899.0,7859.0,12899.0,6082.0,12899.0,West Bengal,6,130,NIT,130FHST
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4083.0,4807.0,4083.0,6067.0,4083.0,6067.0,4083.0,6067.0,4083.0,6067.0,4083.0,6067.0,West Bengal,6,130,NIT,130MHST
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6113.0,6170.0,6113.0,6290.0,6113.0,6290.0,6113.0,6290.0,6113.0,6290.0,6113.0,6290.0,West Bengal,6,130,NIT,130FHE
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4104.0,4264.0,4264.0,4584.0,4264.0,4584.0,4264.0,4584.0,4799.0,4949.0,4104.0,4949.0,West Bengal,6,130,NIT,130MHE
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14257.0,16086.0,14257.0,16514.0,14257.0,16514.0,14257.0,16514.0,14257.0,16603.0,14257.0,16603.0,West Bengal,6,130,NIT,130FHON
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7191.0,8476.0,7191.0,9536.0,7191.0,9547.0,7689.0,9602.0,7689.0,9834.0,7191.0,9834.0,West Bengal,6,130,NIT,130MHON
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,568.0,568.0,840.0,840.0,952.0,952.0,952.0,952.0,952.0,952.0,568.0,952.0,West Bengal,6,130,NIT,130MHONP
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),32026.0,34828.0,32026.0,34829.0,32026.0,34829.0,32026.0,34829.0,32026.0,34829.0,32026.0,34829.0,West Bengal,6,130,NIT,130FHO
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,13390.0,25921.0,13390.0,26917.0,13390.0,26917.0,13390.0,26921.0,22071.0,27957.0,13390.0,27957.0,West Bengal,6,130,NIT,130MHO
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1308.0,1308.0,1584.0,1584.0,1584.0,1584.0,1584.0,1584.0,1584.0,1584.0,1308.0,1584.0,West Bengal,6,130,NIT,130MHOP
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7434.0,8098.0,7434.0,8350.0,7434.0,8350.0,7434.0,8350.0,7434.0,8350.0,7434.0,8350.0,West Bengal,6,130,NIT,130FHSC
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3612.0,5102.0,4568.0,5342.0,4568.0,5342.0,4568.0,5342.0,4568.0,5360.0,3612.0,5360.0,West Bengal,6,130,NIT,130MHSC
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2610.0,3093.0,3161.0,3291.0,3161.0,3291.0,3161.0,3291.0,3161.0,3291.0,2610.0,3291.0,West Bengal,6,130,NIT,130FHST
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1242.0,1584.0,1242.0,1915.0,1242.0,1915.0,1242.0,1915.0,1242.0,1915.0,1242.0,1915.0,West Bengal,6,130,NIT,130MHST
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),15703.0,15703.0,23072.0,23072.0,26789.0,26789.0,26789.0,26789.0,26789.0,26789.0,15703.0,26789.0,West Bengal,6,130,NIT,130FHE
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6601.0,8339.0,9893.0,11077.0,10527.0,13513.0,10527.0,14902.0,10527.0,15542.0,6601.0,15542.0,West Bengal,6,130,NIT,130MHE
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),30120.0,30120.0,30120.0,30120.0,30120.0,30120.0,30120.0,30120.0,30120.0,30120.0,30120.0,30120.0,West Bengal,6,130,NIT,130FHON
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,20757.0,24204.0,25112.0,31164.0,26579.0,34536.0,26579.0,34536.0,26579.0,34536.0,20757.0,34536.0,West Bengal,6,130,NIT,130MHON
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),49336.0,51939.0,49336.0,51939.0,49336.0,51939.0,49336.0,51939.0,49336.0,51939.0,49336.0,51939.0,West Bengal,6,130,NIT,130FHO
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,27401.0,40861.0,36023.0,45559.0,36023.0,45834.0,38379.0,46436.0,39831.0,48076.0,27401.0,48076.0,West Bengal,6,130,NIT,130MHO
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,1701.0,West Bengal,6,130,NIT,130MHOP
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9734.0,9734.0,9734.0,9734.0,9734.0,9734.0,9734.0,9734.0,9734.0,9734.0,9734.0,9734.0,West Bengal,6,130,NIT,130FHSC
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5559.0,6380.0,6380.0,8419.0,6380.0,8419.0,6380.0,8419.0,6380.0,8419.0,5559.0,8419.0,West Bengal,6,130,NIT,130MHSC
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),9400.0,9400.0,15725.0,15725.0,15725.0,15725.0,15725.0,15725.0,15725.0,15725.0,9400.0,15725.0,West Bengal,6,130,NIT,130FHST
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6577.0,6577.0,9493.0,9493.0,9580.0,9580.0,9580.0,9580.0,9580.0,9580.0,6577.0,9580.0,West Bengal,6,130,NIT,130MHST
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8449.0,8449.0,8559.0,8559.0,8786.0,8786.0,8991.0,8991.0,10053.0,10053.0,8449.0,10053.0,West Bengal,6,130,NIT,130FHE
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6669.0,6742.0,7098.0,7150.0,7098.0,7150.0,7098.0,7166.0,7376.0,7413.0,6669.0,7413.0,West Bengal,6,130,NIT,130MHE
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),16395.0,16395.0,18981.0,18981.0,18981.0,18981.0,18981.0,18981.0,19737.0,19737.0,16395.0,19737.0,West Bengal,6,130,NIT,130FHON
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11879.0,13485.0,12908.0,14907.0,12908.0,14907.0,12908.0,14907.0,12908.0,14964.0,11879.0,14964.0,West Bengal,6,130,NIT,130MHON
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,1084.0,1084.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1084.0,1364.0,West Bengal,6,130,NIT,130MHONP
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),40508.0,51230.0,50826.0,52415.0,51410.0,52689.0,51410.0,52689.0,52069.0,56452.0,40508.0,56452.0,West Bengal,6,130,NIT,130FHO
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,31491.0,40911.0,31491.0,42738.0,31491.0,42932.0,31491.0,42932.0,31491.0,44399.0,31491.0,44399.0,West Bengal,6,130,NIT,130MHO
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2254.0,2254.0,2586.0,2586.0,2586.0,2586.0,2586.0,2586.0,2586.0,2586.0,2254.0,2586.0,West Bengal,6,130,NIT,130MHOP
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7234.0,7234.0,7234.0,7234.0,7234.0,7234.0,7234.0,7234.0,7234.0,7234.0,7234.0,7234.0,West Bengal,6,130,NIT,130FHSC
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6037.0,6547.0,6530.0,7654.0,7072.0,7789.0,7072.0,7790.0,7072.0,7887.0,6037.0,7887.0,West Bengal,6,130,NIT,130MHSC
