Institute,Academic-Program-Name,Quota,Seat-Type,Gender,Round-1-Opening-Rank,Round-1-Closing-Rank,Round-2-Opening-Rank,Round-2-Closing-Rank,Round-3-Opening-Rank,Round-3-Closing-Rank,Round-4-Opening-Rank,Round-4-Closing-Rank,Round-5-Opening-Rank,Round-5-Closing-Rank,Opening-Rank,Closing-Rank,State,StateId,InstituteId,Type,Id
Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2648.0,2974.0,2648.0,2993.0,2648.0,2993.0,2648.0,2993.0,2648.0,3222.0,2648.0,3222.0,Assam,16,116,IIT,116MION
Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10217.0,14111.0,10217.0,14111.0,10217.0,14111.0,10217.0,14111.0,10217.0,14111.0,10217.0,14111.0,Assam,16,116,IIT,116FIO
Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3815.0,5270.0,3815.0,5493.0,3815.0,5493.0,3815.0,5493.0,4302.0,5686.0,3815.0,5686.0,Assam,16,116,IIT,116MIO
Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3151.0,3264.0,3264.0,3315.0,3264.0,3315.0,3264.0,3315.0,3264.0,3913.0,3151.0,3913.0,Assam,16,116,IIT,116FISC
Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1518.0,1904.0,1642.0,1965.0,1642.0,1965.0,1642.0,1965.0,1839.0,2061.0,1518.0,2061.0,Assam,16,116,IIT,116MISC
Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1587.0,1587.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1587.0,1719.0,Assam,16,116,IIT,116FIST
Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,904.0,1118.0,904.0,1144.0,1130.0,1165.0,1130.0,1165.0,1130.0,1216.0,904.0,1216.0,Assam,16,116,IIT,116MIST
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),418.0,649.0,649.0,743.0,649.0,743.0,649.0,743.0,649.0,743.0,418.0,743.0,Assam,16,116,IIT,116FIE
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,128.0,176.0,128.0,176.0,128.0,176.0,128.0,176.0,161.0,180.0,128.0,180.0,Assam,16,116,IIT,116MIE
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1179.0,1649.0,1179.0,1649.0,1179.0,1649.0,1179.0,1649.0,1179.0,1649.0,1179.0,1649.0,Assam,16,116,IIT,116FION
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,372.0,554.0,372.0,582.0,372.0,582.0,372.0,582.0,372.0,614.0,372.0,614.0,Assam,16,116,IIT,116MION
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,59.0,59.0,,,,,,,,,59.0,59.0,Assam,16,116,IIT,116MIONP
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2578.0,3214.0,2578.0,3214.0,2578.0,3214.0,2578.0,3214.0,2578.0,3350.0,2578.0,3350.0,Assam,16,116,IIT,116FIO
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,621.0,1000.0,621.0,1010.0,621.0,1010.0,621.0,1010.0,722.0,1021.0,621.0,1021.0,Assam,16,116,IIT,116MIO
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,Assam,16,116,IIT,116MIOP
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),847.0,952.0,847.0,952.0,847.0,952.0,952.0,1164.0,952.0,1164.0,847.0,1164.0,Assam,16,116,IIT,116FISC
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,158.0,385.0,272.0,393.0,272.0,393.0,272.0,393.0,272.0,393.0,158.0,393.0,Assam,16,116,IIT,116MISC
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),377.0,377.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,377.0,533.0,Assam,16,116,IIT,116FIST
Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,158.0,213.0,195.0,227.0,195.0,227.0,195.0,227.0,195.0,227.0,158.0,227.0,Assam,16,116,IIT,116MIST
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1794.0,2021.0,1794.0,2116.0,1794.0,2116.0,1794.0,2116.0,1794.0,2141.0,1794.0,2141.0,Assam,16,116,IIT,116FIE
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,631.0,764.0,639.0,768.0,639.0,768.0,639.0,768.0,639.0,793.0,631.0,793.0,Assam,16,116,IIT,116MIE
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4122.0,5125.0,4122.0,5125.0,4122.0,5125.0,4122.0,5125.0,4122.0,5376.0,4122.0,5376.0,Assam,16,116,IIT,116FION
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1490.0,2036.0,1778.0,2104.0,1778.0,2126.0,1778.0,2128.0,1778.0,2139.0,1490.0,2139.0,Assam,16,116,IIT,116MION
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),8643.0,11223.0,7018.0,11405.0,7018.0,11405.0,7018.0,11405.0,7018.0,12046.0,7018.0,12046.0,Assam,16,116,IIT,116FIO
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2014.0,4185.0,3130.0,4292.0,3130.0,4292.0,3130.0,4292.0,3130.0,4523.0,2014.0,4523.0,Assam,16,116,IIT,116MIO
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2299.0,2687.0,2299.0,2687.0,2299.0,2687.0,2299.0,2687.0,2687.0,2978.0,2299.0,2978.0,Assam,16,116,IIT,116FISC
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,613.0,1068.0,613.0,1094.0,613.0,1094.0,613.0,1094.0,613.0,1126.0,613.0,1126.0,Assam,16,116,IIT,116MISC
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),947.0,1436.0,947.0,1436.0,947.0,1436.0,947.0,1436.0,947.0,1436.0,947.0,1436.0,Assam,16,116,IIT,116FIST
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,453.0,577.0,453.0,579.0,453.0,579.0,453.0,579.0,453.0,579.0,453.0,579.0,Assam,16,116,IIT,116MIST
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,372.0,Telangana,7,106,IIT,106FIE
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,114.0,115.0,114.0,127.0,114.0,127.0,114.0,127.0,114.0,127.0,114.0,127.0,Telangana,7,106,IIT,106MIE
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,Telangana,7,106,IIT,106MIEP
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),562.0,798.0,562.0,798.0,562.0,798.0,562.0,798.0,562.0,798.0,562.0,798.0,Telangana,7,106,IIT,106FION
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,295.0,399.0,295.0,399.0,295.0,399.0,295.0,399.0,295.0,399.0,295.0,399.0,Telangana,7,106,IIT,106MION
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,Telangana,7,106,IIT,106MIONP
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2214.0,2401.0,2214.0,2401.0,2214.0,2401.0,2214.0,2401.0,2214.0,2840.0,2214.0,2840.0,Telangana,7,106,IIT,106FIO
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,685.0,852.0,685.0,864.0,685.0,864.0,685.0,864.0,685.0,875.0,685.0,875.0,Telangana,7,106,IIT,106MIO
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,334.0,Telangana,7,106,IIT,106FISC
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,20.0,251.0,20.0,251.0,20.0,251.0,20.0,251.0,20.0,251.0,20.0,251.0,Telangana,7,106,IIT,106MISC
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,88.0,89.0,88.0,89.0,88.0,89.0,88.0,89.0,88.0,89.0,88.0,89.0,Telangana,7,106,IIT,106MIST
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1502.0,1581.0,1502.0,1636.0,1502.0,1636.0,1502.0,1636.0,1502.0,1636.0,1502.0,1636.0,Telangana,7,106,IIT,106MIE
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4554.0,5782.0,4554.0,5782.0,4554.0,5782.0,4554.0,5782.0,4554.0,5782.0,4554.0,5782.0,Telangana,7,106,IIT,106FION
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3613.0,3930.0,3613.0,3929.0,3613.0,3929.0,3613.0,3929.0,3613.0,4087.0,3613.0,4087.0,Telangana,7,106,IIT,106MION
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14091.0,15546.0,14091.0,15546.0,14091.0,15546.0,14091.0,15656.0,15656.0,15954.0,14091.0,15954.0,Telangana,7,106,IIT,106FIO
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6579.0,8172.0,6579.0,8172.0,6579.0,8172.0,6579.0,8172.0,6579.0,8493.0,6579.0,8493.0,Telangana,7,106,IIT,106MIO
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,3820.0,Telangana,7,106,IIT,106FISC
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1969.0,2244.0,1969.0,2244.0,1969.0,2244.0,1969.0,2244.0,1969.0,2563.0,1969.0,2563.0,Telangana,7,106,IIT,106MISC
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,751.0,1040.0,1040.0,1197.0,1040.0,1197.0,1040.0,1197.0,1040.0,1197.0,751.0,1197.0,Telangana,7,106,IIT,106MIST
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2744.0,2744.0,2904.0,2904.0,2904.0,2904.0,2904.0,2904.0,2904.0,2904.0,2744.0,2904.0,Telangana,7,106,IIT,106FIE
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1392.0,1522.0,1392.0,1522.0,1392.0,1522.0,1392.0,1522.0,1551.0,1632.0,1392.0,1632.0,Telangana,7,106,IIT,106MIE
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5881.0,5881.0,6673.0,6673.0,6673.0,6673.0,6673.0,6673.0,6673.0,6673.0,5881.0,6673.0,Telangana,7,106,IIT,106FION
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2736.0,3756.0,2749.0,4011.0,2749.0,4011.0,2749.0,4011.0,3056.0,4058.0,2736.0,4058.0,Telangana,7,106,IIT,106MION
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14833.0,15214.0,14833.0,15214.0,14833.0,15214.0,14833.0,15214.0,14833.0,15214.0,14833.0,15214.0,Telangana,7,106,IIT,106FIO
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6015.0,7972.0,6015.0,7972.0,6015.0,7972.0,6015.0,7972.0,6015.0,8524.0,6015.0,8524.0,Telangana,7,106,IIT,106MIO
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,3479.0,Telangana,7,106,IIT,106FISC
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2300.0,2324.0,2300.0,2324.0,2300.0,2324.0,2300.0,2324.0,2300.0,2324.0,2300.0,2324.0,Telangana,7,106,IIT,106MISC
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1074.0,1099.0,1074.0,1099.0,1074.0,1099.0,1074.0,1099.0,1074.0,1099.0,1074.0,1099.0,Telangana,7,106,IIT,106MIST
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2086.0,2086.0,2086.0,2086.0,2086.0,2086.0,2086.0,2086.0,2086.0,2086.0,2086.0,2086.0,Telangana,7,106,IIT,106FIE
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,889.0,986.0,889.0,1014.0,889.0,1014.0,889.0,1014.0,889.0,1021.0,889.0,1021.0,Telangana,7,106,IIT,106MIE
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4306.0,4578.0,4306.0,4578.0,4306.0,4578.0,4306.0,4578.0,4306.0,4578.0,4306.0,4578.0,Telangana,7,106,IIT,106FION
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2152.0,2546.0,2152.0,2614.0,2152.0,2614.0,2152.0,2614.0,2152.0,2755.0,2152.0,2755.0,Telangana,7,106,IIT,106MION
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10591.0,11541.0,10591.0,11897.0,10591.0,11897.0,10591.0,11897.0,10591.0,11897.0,10591.0,11897.0,Telangana,7,106,IIT,106FIO
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4229.0,5493.0,4229.0,5558.0,4229.0,5558.0,4229.0,5558.0,4229.0,5757.0,4229.0,5757.0,Telangana,7,106,IIT,106MIO
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,2215.0,Telangana,7,106,IIT,106FISC
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1331.0,1442.0,1331.0,1459.0,1331.0,1459.0,1331.0,1548.0,1331.0,1588.0,1331.0,1588.0,Telangana,7,106,IIT,106MISC
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0,Telangana,7,106,IIT,106FIST
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,646.0,783.0,646.0,783.0,646.0,783.0,646.0,783.0,646.0,783.0,646.0,783.0,Telangana,7,106,IIT,106MIST
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2260.0,2260.0,2260.0,2260.0,2260.0,2260.0,2260.0,2260.0,2260.0,2260.0,2260.0,2260.0,Telangana,7,106,IIT,106FIE
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1044.0,1236.0,1044.0,1249.0,1044.0,1249.0,1044.0,1249.0,1044.0,1331.0,1044.0,1331.0,Telangana,7,106,IIT,106MIE
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5762.0,5977.0,5762.0,5977.0,5762.0,5977.0,5762.0,5977.0,5762.0,6223.0,5762.0,6223.0,Telangana,7,106,IIT,106FION
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2712.0,3203.0,2830.0,3296.0,2830.0,3314.0,2830.0,3314.0,2830.0,3334.0,2712.0,3334.0,Telangana,7,106,IIT,106MION
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12882.0,14183.0,12882.0,14634.0,12882.0,14634.0,12882.0,15346.0,12882.0,16049.0,12882.0,16049.0,Telangana,7,106,IIT,106FIO
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6571.0,7463.0,6658.0,7463.0,6658.0,7463.0,6658.0,7463.0,7053.0,7898.0,6571.0,7898.0,Telangana,7,106,IIT,106MIO
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1301.0,2270.0,1301.0,2852.0,1301.0,2852.0,1301.0,2852.0,1301.0,2852.0,1301.0,2852.0,Telangana,7,106,IIT,106FISC
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1229.0,1669.0,1229.0,1747.0,1229.0,1747.0,1229.0,1747.0,1229.0,1789.0,1229.0,1789.0,Telangana,7,106,IIT,106MISC
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1302.0,1302.0,1302.0,1302.0,1302.0,1302.0,1302.0,1302.0,1302.0,1302.0,1302.0,1302.0,Telangana,7,106,IIT,106FIST
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,541.0,624.0,541.0,657.0,624.0,665.0,624.0,665.0,640.0,697.0,541.0,697.0,Telangana,7,106,IIT,106MIST
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,Telangana,7,106,IIT,106MIE
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1547.0,1547.0,1547.0,1547.0,1547.0,1547.0,1547.0,1547.0,1547.0,1547.0,1547.0,1547.0,Telangana,7,106,IIT,106FION
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,611.0,969.0,638.0,991.0,638.0,991.0,638.0,991.0,638.0,991.0,611.0,991.0,Telangana,7,106,IIT,106MION
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4738.0,5158.0,4462.0,5158.0,4462.0,5158.0,4462.0,5158.0,4462.0,5158.0,4462.0,5158.0,Telangana,7,106,IIT,106FIO
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1046.0,1771.0,1046.0,1771.0,1046.0,1771.0,1046.0,1771.0,1046.0,1790.0,1046.0,1790.0,Telangana,7,106,IIT,106MIO
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),878.0,878.0,878.0,878.0,878.0,878.0,878.0,878.0,878.0,878.0,878.0,878.0,Telangana,7,106,IIT,106FISC
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,529.0,589.0,529.0,657.0,529.0,657.0,529.0,657.0,529.0,657.0,529.0,657.0,Telangana,7,106,IIT,106MISC
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,348.0,Telangana,7,106,IIT,106FIST
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,305.0,356.0,305.0,441.0,305.0,441.0,305.0,441.0,305.0,441.0,305.0,441.0,Telangana,7,106,IIT,106MIST
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,Telangana,7,106,IIT,106FIE
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,91.0,112.0,91.0,112.0,91.0,112.0,91.0,112.0,91.0,112.0,91.0,112.0,Telangana,7,106,IIT,106MIE
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),601.0,773.0,601.0,773.0,601.0,773.0,601.0,773.0,605.0,865.0,601.0,865.0,Telangana,7,106,IIT,106FION
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,123.0,284.0,123.0,285.0,123.0,285.0,123.0,285.0,123.0,302.0,123.0,302.0,Telangana,7,106,IIT,106MION
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1709.0,1809.0,1709.0,1809.0,1709.0,1809.0,1709.0,1809.0,1709.0,1809.0,1709.0,1809.0,Telangana,7,106,IIT,106FIO
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,431.0,649.0,431.0,652.0,431.0,652.0,431.0,652.0,431.0,656.0,431.0,656.0,Telangana,7,106,IIT,106MIO
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,Telangana,7,106,IIT,106FIOP
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,Telangana,7,106,IIT,106MIOP
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),268.0,363.0,268.0,363.0,268.0,363.0,268.0,363.0,363.0,386.0,268.0,386.0,Telangana,7,106,IIT,106FISC
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,70.0,180.0,93.0,182.0,93.0,182.0,93.0,182.0,93.0,182.0,70.0,182.0,Telangana,7,106,IIT,106MISC
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Telangana,7,106,IIT,106MISCP
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,Telangana,7,106,IIT,106FIST
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,53.0,82.0,53.0,82.0,53.0,82.0,53.0,82.0,53.0,82.0,53.0,82.0,Telangana,7,106,IIT,106MIST
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,723.0,Telangana,7,106,IIT,106FIE
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,286.0,345.0,286.0,384.0,286.0,384.0,286.0,384.0,290.0,387.0,286.0,387.0,Telangana,7,106,IIT,106MIE
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1226.0,1876.0,1226.0,1876.0,1226.0,1876.0,1226.0,1876.0,1260.0,2009.0,1226.0,2009.0,Telangana,7,106,IIT,106FION
