Institute,AcademicProgramName,Quota,SeatType,Gender,OpeningRank,ClosingRank,Round1OpeningRank,Round1ClosingRank,Round2OpeningRank,Round2ClosingRank,Round3OpeningRank,Round3ClosingRank,Round4OpeningRank,Round4ClosingRank,Round5OpeningRank,Round5ClosingRank,State,StateId,InstituteId,Type,Id
Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),405,486,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3906
Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,60,206,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3907
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2248,2351,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3908
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,956,1317,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3909
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5978,6717,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3910
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2539,3104,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3911
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9394,13512,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3912
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4862,5921,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3913
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2917,3190,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3914
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1754,1977,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3915
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1602,1564,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3916
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,903,1083,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3917
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,EWS,Female-only (including Supernumerary),476,556,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3918
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,173,265,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3919
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),1947,2221,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3920
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,359,666,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3921
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),3219,3538,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3922
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,593,988,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3923
Indian Institute of Technology Kanpur,MATHEMATICS AND SCIENTIFIC COMPUTING (BS),AI,OPEN (PwD),Gender-Neutral,110,110,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3924
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),956,998,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3925
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,155,457,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3926
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,ST,Female-only (including Supernumerary),481,551,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3927
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,163,276,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3928
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1387,1495,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3929
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,261,570,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3930
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3484,4298,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3931
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,988,1471,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3932
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5199,8211,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3933
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1589,2677,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3934
Indian Institute of Technology Kanpur,MECHANICAL ENGINEERING (BTech),AI,OPEN (PwD),Gender-Neutral,192,192,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3935
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1514,1931,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3936
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,526,871,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3937
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1080,964,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3938
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,395,476,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3939
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,EWS,Female-only (including Supernumerary),2929,2909,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3940
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,1281,1629,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3941
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),7155,7534,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3942
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,3012,3692,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3943
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),15543,16351,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3944
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,2506,5957,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3945
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),2853,3001,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3946
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,887,2274,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3947
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,ST,Female-only (including Supernumerary),1738,1790,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3948
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1320,1370,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3949
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,EWS,Female-only (including Supernumerary),693,671,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3950
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,209,266,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3951
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),1714,1973,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3952
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,638,693,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3953
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),2677,3647,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3954
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,878,1020,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3955
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),1504,1119,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3956
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,226,444,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3957
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,212,266,0,0,0,0,0,0,0,0,0,0,Uttar Pradesh,9,108,IIT,108P3958
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1802,1845,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3959
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,784,866,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3960
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4002,5497,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3961
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1818,2355,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3962
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9899,11827,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3963
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3740,4889,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3964
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2074,2365,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3965
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,153,1254,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3966
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1112,1142,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3967
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,484,713,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3968
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3224,3226,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3969
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1392,1650,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3970
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7011,8499,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3971
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3070,4524,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3972
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16742,19020,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3973
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6545,10278,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3974
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2957,3929,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3975
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2039,2498,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3976
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1752,1673,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3977
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1118,1174,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3978
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,EWS,Female-only (including Supernumerary),3579,3859,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3979
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,1731,2103,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3980
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),9204,9453,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3981
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,3570,5791,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3982
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),20024,21664,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3983
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,11734,12630,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3984
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),4072,4227,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3985
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,2644,3189,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3986
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,ST,Female-only (including Supernumerary),2103,2004,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3987
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1390,1659,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3988
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),342,378,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3989
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,104,162,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3990
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1056,1080,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3991
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,218,369,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3992
Indian Institute of Technology Kharagpur,ARTIFICIAL INTELLIGENCE (BTech),AI,OBC-NCL (PwD),Gender-Neutral,30,30,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3993
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2901,2924,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3994
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,461,867,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3995
Indian Institute of Technology Kharagpur,ARTIFICIAL INTELLIGENCE (BTech),AI,OPEN (PwD),Female-only (including Supernumerary),126,126,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3996
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),463,688,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3997
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,144,258,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3998
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),144,262,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P3999
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,66,138,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4000
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2580,2637,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4001
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1070,1498,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4002
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6570,7640,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4003
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3286,3791,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4004
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7274,14498,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4005
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6774,8304,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4006
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3063,3156,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4007
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1715,2240,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4008
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1729,1818,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4009
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,812,1117,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4010
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1736,1907,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4011
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,681,997,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4012
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4139,5394,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4013
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1906,2336,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4014
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7574,11736,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4015
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4314,4665,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4016
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1667,2461,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4017
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,985,1437,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4018
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1306,1254,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4019
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,625,791,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4020
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,EWS,Female-only (including Supernumerary),3594,3774,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4021
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,1808,2028,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4022
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),8928,9152,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4023
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,4734,5461,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4024
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),19923,20112,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4025
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,10734,11862,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4026
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),3576,3800,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4027
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,2710,3026,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4028
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,ST,Female-only (including Supernumerary),2027,1805,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4029
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,1394,1499,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4030
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2137,2267,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4031
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1017,1273,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4032
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4969,6822,0,0,0,0,0,0,0,0,0,0,West Bengal,6,105,IIT,105P4033
