Institute,AcademicProgramName,Quota,SeatType,Gender,OpeningRank,ClosingRank,Round1OpeningRank,Round1ClosingRank,Round2OpeningRank,Round2ClosingRank,Round3OpeningRank,Round3ClosingRank,Round4OpeningRank,Round4ClosingRank,Round5OpeningRank,Round5ClosingRank,State,StateId,InstituteId,Type,Id
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),951,1038,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3179
Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,596,644,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3180
Indian Institute of Technology Gandhinagar,INTEGRATED CIRCUIT DESIGN AND TECHNOLOGY (Dual Degree (MTech/MS)),AI,EWS,Female-only (including Supernumerary),1206,1206,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3181
Indian Institute of Technology Gandhinagar,INTEGRATED CIRCUIT DESIGN AND TECHNOLOGY (Dual Degree (MTech/MS)),AI,EWS,Gender-Neutral,752,752,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3182
Indian Institute of Technology Gandhinagar,INTEGRATED CIRCUIT DESIGN AND TECHNOLOGY (Dual Degree (MTech/MS)),AI,OBC-NCL,Female-only (including Supernumerary),5391,5391,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3183
Indian Institute of Technology Gandhinagar,INTEGRATED CIRCUIT DESIGN AND TECHNOLOGY (Dual Degree (MTech/MS)),AI,OBC-NCL,Gender-Neutral,2486,2486,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3184
Indian Institute of Technology Gandhinagar,INTEGRATED CIRCUIT DESIGN AND TECHNOLOGY (Dual Degree (MTech/MS)),AI,OPEN,Female-only (including Supernumerary),7817,7817,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3185
Indian Institute of Technology Gandhinagar,INTEGRATED CIRCUIT DESIGN AND TECHNOLOGY (Dual Degree (MTech/MS)),AI,OPEN,Gender-Neutral,4427,4427,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3186
Indian Institute of Technology Gandhinagar,INTEGRATED CIRCUIT DESIGN AND TECHNOLOGY (Dual Degree (MTech/MS)),AI,SC,Female-only (including Supernumerary),2658,2658,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3187
Indian Institute of Technology Gandhinagar,INTEGRATED CIRCUIT DESIGN AND TECHNOLOGY (Dual Degree (MTech/MS)),AI,SC,Gender-Neutral,1437,1437,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3188
Indian Institute of Technology Gandhinagar,INTEGRATED CIRCUIT DESIGN AND TECHNOLOGY (Dual Degree (MTech/MS)),AI,ST,Female-only (including Supernumerary),1543,1543,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3189
Indian Institute of Technology Gandhinagar,INTEGRATED CIRCUIT DESIGN AND TECHNOLOGY (Dual Degree (MTech/MS)),AI,ST,Gender-Neutral,812,812,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3190
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3078,3348,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3191
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1803,1739,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3192
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8438,8412,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3193
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4127,4539,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3194
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16100,17562,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3195
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7239,10211,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3196
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3856,3582,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3197
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2476,2795,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3198
Indian Institute of Technology Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1160,1326,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3199
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2506,2474,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3200
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1008,1265,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3201
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6297,7224,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3202
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2376,3178,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3203
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12719,14181,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3204
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4409,6647,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3205
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3419,3483,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3206
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1509,1862,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3207
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1543,1529,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3208
Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,635,880,0,0,0,0,0,0,0,0,0,0,Gujarat,11,110,IIT,110P3209
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1895,1795,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3210
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,751,841,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3211
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4193,4976,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3212
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1497,2279,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3213
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11372,12113,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3214
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4256,5828,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3215
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1969,1845,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3216
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,575,1194,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3217
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1030,1133,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3218
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,429,555,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3219
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2831,2575,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3220
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1169,1384,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3221
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6634,7003,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3222
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3371,3744,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3223
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15816,17421,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3224
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6227,9479,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3225
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2854,2948,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3226
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1756,2024,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3227
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1431,1615,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3228
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,968,1043,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3229
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,917,1067,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3230
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4604,5795,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3231
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2373,2973,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3232
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12219,14305,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3233
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5436,6824,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3234
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1353,1636,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3235
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,843,882,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3236
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3211,3244,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3237
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1740,1822,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3238
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8071,8615,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3239
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4262,4628,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3240
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),20436,21133,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3241
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9502,11901,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3242
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3255,3955,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3243
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2313,2697,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3244
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1619,1680,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3245
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1085,1195,0,0,0,0,0,0,0,0,0,0,Goa,18,118,IIT,118P3246
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3116,3139,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3247
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1440,1449,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3248
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7510,7972,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3249
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3465,4055,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3250
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15421,16043,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3251
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6303,9038,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3252
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3401,3809,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3253
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2247,2450,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3254
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1823,1727,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3255
Indian Institute of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1220,1200,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3256
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1946,1928,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3257
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,844,1027,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3258
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5343,6123,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3259
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2253,2457,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3260
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10815,12204,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3261
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4289,5229,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3262
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2060,2529,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3263
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1226,1532,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3264
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1462,1449,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3265
Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,591,871,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3266
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2135,2322,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3267
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1072,1269,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3268
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6462,6851,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3269
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2355,3326,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3270
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),13063,14725,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3271
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4662,7289,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3272
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2782,3350,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3273
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1490,1982,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3274
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1561,1521,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3275
Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,823,977,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3276
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2437,2405,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3277
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1189,1294,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3278
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6238,6897,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3279
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2689,3281,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3280
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),13434,16310,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3281
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6867,7720,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3282
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2748,3032,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3283
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1745,1836,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3284
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1209,1113,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3285
Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,340,670,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3286
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),389,408,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3287
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,99,115,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3288
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),918,1311,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3289
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,253,318,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3290
Indian Institute of Technology Guwahati,COMPUTER SCIENCE AND ENGINEERING (BTech),AI,OBC-NCL (PwD),Gender-Neutral,17,17,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3291
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2047,2986,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3292
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,504,786,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3293
Indian Institute of Technology Guwahati,COMPUTER SCIENCE AND ENGINEERING (BTech),AI,OPEN (PwD),Gender-Neutral,31,31,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3294
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),590,670,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3295
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,133,174,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3296
Indian Institute of Technology Guwahati,COMPUTER SCIENCE AND ENGINEERING (BTech),AI,SC (PwD),Gender-Neutral,7,7,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3297
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),272,287,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3298
Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,71,92,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3299
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),511,540,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3300
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,120,202,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3301
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1490,1523,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3302
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,386,483,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3303
Indian Institute of Technology Guwahati,DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (BTech),AI,OBC-NCL (PwD),Female-only (including Supernumerary),124,124,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3304
Indian Institute of Technology Guwahati,DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (BTech),AI,OBC-NCL (PwD),Gender-Neutral,39,39,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3305
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2877,3149,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3306
Indian Institute of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,873,1032,0,0,0,0,0,0,0,0,0,0,Assam,16,116,IIT,116P3307
