Institute,AcademicProgramName,Quota,SeatType,Gender,Round1OpeningRank,Round1ClosingRank,Round2OpeningRank,Round2ClosingRank,Round3OpeningRank,Round3ClosingRank,Round4OpeningRank,Round4ClosingRank,Round5OpeningRank,Round5ClosingRank,Round6OpeningRank,Round6ClosingRank,OpeningRank,ClosingRank,State,StateId,InstituteId,Type,Id
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1646.0,7781.0,5980.0,8451.0,5980.0,8451.0,5980.0,8451.0,5980.0,8451.0,5980.0,8451.0,1646.0,8451.0,Andhra Pradesh,20,161,IIIT,161MISC
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4094.0,4094.0,4863.0,4863.0,4863.0,4863.0,4863.0,4863.0,4863.0,4863.0,4863.0,4863.0,4094.0,4863.0,Andhra Pradesh,20,161,IIIT,161FIST
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2719.0,3519.0,2719.0,3838.0,2719.0,3838.0,2719.0,3838.0,2719.0,3838.0,2719.0,3838.0,2719.0,3838.0,Andhra Pradesh,20,161,IIIT,161MIST
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),5282.0,5282.0,5286.0,5286.0,5286.0,5286.0,5684.0,5684.0,5684.0,5684.0,5684.0,5684.0,5282.0,5684.0,Rajasthan,8,156,IIIT,156FIE
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3881.0,4061.0,3889.0,4471.0,3889.0,4471.0,3889.0,4471.0,3889.0,4471.0,3889.0,4549.0,3881.0,4549.0,Rajasthan,8,156,IIIT,156MIE
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),13205.0,14939.0,17147.0,17695.0,17147.0,17695.0,17147.0,17695.0,17147.0,17695.0,17614.0,17723.0,13205.0,17723.0,Rajasthan,8,156,IIIT,156FION
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,8874.0,10485.0,8874.0,11404.0,8874.0,11404.0,8874.0,11404.0,8874.0,11404.0,8874.0,11488.0,8874.0,11488.0,Rajasthan,8,156,IIIT,156MION
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,709.0,709.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,709.0,836.0,Rajasthan,8,156,IIIT,156MIONP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),23023.0,34100.0,34100.0,35901.0,34100.0,35901.0,34100.0,35934.0,34100.0,35934.0,34100.0,35934.0,23023.0,35934.0,Rajasthan,8,156,IIIT,156FIO
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11695.0,25801.0,21302.0,27400.0,21302.0,27400.0,21302.0,27400.0,21302.0,27455.0,21302.0,27517.0,11695.0,27517.0,Rajasthan,8,156,IIIT,156MIO
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1074.0,1172.0,1184.0,1757.0,1184.0,1757.0,1184.0,1909.0,1184.0,1909.0,1184.0,1909.0,1074.0,1909.0,Rajasthan,8,156,IIIT,156MIOP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),7758.0,7939.0,7939.0,8334.0,7939.0,8334.0,7939.0,8334.0,7939.0,8334.0,8934.0,9178.0,7758.0,9178.0,Rajasthan,8,156,IIIT,156FHSC
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,5231.0,6645.0,5497.0,7317.0,5497.0,7317.0,6254.0,7721.0,6254.0,7721.0,6254.0,7852.0,5231.0,7852.0,Rajasthan,8,156,IIIT,156MISC
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,Rajasthan,8,156,IIIT,156FIST
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2894.0,3234.0,3243.0,3628.0,3243.0,3628.0,3243.0,3741.0,3243.0,3741.0,3243.0,3741.0,2894.0,3741.0,Rajasthan,8,156,IIIT,156MIST
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4925.0,5270.0,5060.0,5282.0,5060.0,5282.0,5060.0,5282.0,5060.0,5282.0,5060.0,5282.0,4925.0,5282.0,Rajasthan,8,156,IIIT,156FIE
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3282.0,3830.0,3452.0,3969.0,3452.0,3969.0,3495.0,4001.0,3566.0,4056.0,3566.0,4061.0,3282.0,4061.0,Rajasthan,8,156,IIIT,156MIE
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,152.0,152.0,339.0,339.0,339.0,339.0,339.0,339.0,339.0,339.0,339.0,339.0,152.0,339.0,Rajasthan,8,156,IIIT,156MIEP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),12749.0,15304.0,12749.0,16526.0,12749.0,16526.0,12749.0,16526.0,12749.0,16526.0,12749.0,16526.0,12749.0,16526.0,Rajasthan,8,156,IIIT,156FION
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,6766.0,9992.0,6766.0,10485.0,6766.0,10485.0,6766.0,10485.0,6766.0,10485.0,7799.0,10496.0,6766.0,10496.0,Rajasthan,8,156,IIIT,156MION
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,Rajasthan,8,156,IIIT,156FIONP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,689.0,841.0,689.0,1201.0,689.0,1201.0,689.0,1201.0,689.0,1201.0,689.0,1201.0,689.0,1201.0,Rajasthan,8,156,IIIT,156MIONP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),25009.0,31746.0,25654.0,33504.0,25654.0,33504.0,25654.0,33504.0,25654.0,33504.0,25654.0,33504.0,25009.0,33504.0,Rajasthan,8,156,IIIT,156FIO
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,15209.0,23800.0,15209.0,25011.0,15209.0,25011.0,15209.0,25346.0,15209.0,25598.0,15209.0,25666.0,15209.0,25666.0,Rajasthan,8,156,IIIT,156MIO
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),1671.0,1671.0,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,1671.0,1997.0,Rajasthan,8,156,IIIT,156FIOP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,667.0,1071.0,1258.0,1470.0,1258.0,1470.0,1258.0,1470.0,1258.0,1470.0,1258.0,1470.0,667.0,1470.0,Rajasthan,8,156,IIIT,156MIOP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),5720.0,7547.0,6553.0,8934.0,6553.0,8934.0,6553.0,8934.0,6553.0,8934.0,6553.0,9288.0,5720.0,9288.0,Rajasthan,8,156,IIIT,156FHSC
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1895.0,6460.0,3805.0,6583.0,3805.0,6583.0,3805.0,6583.0,3805.0,6583.0,3805.0,6896.0,1895.0,6896.0,Rajasthan,8,156,IIIT,156MISC
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,Rajasthan,8,156,IIIT,156MISCP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),3543.0,3771.0,3771.0,4944.0,3771.0,4944.0,3771.0,4944.0,3771.0,4944.0,3771.0,4944.0,3543.0,4944.0,Rajasthan,8,156,IIIT,156FIST
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1642.0,3085.0,1642.0,3226.0,1642.0,3226.0,1642.0,3226.0,1642.0,3299.0,1642.0,3299.0,1642.0,3299.0,Rajasthan,8,156,IIIT,156MIST
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),5433.0,5831.0,6025.0,6293.0,6025.0,6293.0,6025.0,6640.0,6025.0,6640.0,6025.0,6640.0,5433.0,6640.0,Rajasthan,8,156,IIIT,156FIE
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4471.0,5102.0,4798.0,5306.0,4798.0,5306.0,4798.0,5338.0,4798.0,5338.0,4798.0,5338.0,4471.0,5338.0,Rajasthan,8,156,IIIT,156MIE
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),16402.0,17834.0,19202.0,19475.0,19202.0,19475.0,19281.0,19768.0,19281.0,19794.0,19475.0,19927.0,16402.0,19927.0,Rajasthan,8,156,IIIT,156FION
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,10401.0,12674.0,12083.0,13264.0,12083.0,13264.0,12083.0,13264.0,12083.0,13264.0,12083.0,13356.0,10401.0,13356.0,Rajasthan,8,156,IIIT,156MION
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,740.0,740.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,1011.0,740.0,1011.0,Rajasthan,8,156,IIIT,156MIONP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),32376.0,36882.0,32376.0,37125.0,32376.0,37125.0,32376.0,37609.0,32376.0,37609.0,32376.0,38271.0,32376.0,38271.0,Rajasthan,8,156,IIIT,156FIO
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11210.0,30755.0,11210.0,32756.0,11210.0,32756.0,11210.0,33035.0,11210.0,33035.0,11210.0,33354.0,11210.0,33354.0,Rajasthan,8,156,IIIT,156MIO
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1321.0,1321.0,1793.0,1793.0,1793.0,1793.0,1929.0,1929.0,1929.0,1929.0,1929.0,1929.0,1321.0,1929.0,Rajasthan,8,156,IIIT,156MIOP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),7115.0,7787.0,7972.0,9127.0,7972.0,9127.0,7972.0,9213.0,7972.0,9213.0,7972.0,9213.0,7115.0,9213.0,Rajasthan,8,156,IIIT,156FHSC
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3591.0,7073.0,5750.0,8084.0,5750.0,8084.0,5750.0,8103.0,5750.0,8103.0,5750.0,8103.0,3591.0,8103.0,Rajasthan,8,156,IIIT,156MISC
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,88.0,88.0,,,,,,,,,,,88.0,88.0,Rajasthan,8,156,IIIT,156MISCP
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),3642.0,3642.0,3642.0,3642.0,3642.0,3642.0,3642.0,3642.0,3642.0,3642.0,3642.0,3642.0,3642.0,3642.0,Rajasthan,8,156,IIIT,156FIST
"Indian Institute of Information Technology (IIIT)Kota, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2264.0,3136.0,2284.0,3310.0,2284.0,3310.0,2284.0,3488.0,2284.0,3488.0,2284.0,3488.0,2264.0,3488.0,Rajasthan,8,156,IIIT,156MIST
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6678.0,7062.0,7295.0,7642.0,7295.0,7642.0,7295.0,7642.0,7295.0,7642.0,7295.0,7642.0,6678.0,7642.0,Bihar,12,175,IIIT,175FIE
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5264.0,5740.0,5740.0,6050.0,5740.0,6050.0,5740.0,6140.0,5740.0,6277.0,5740.0,6297.0,5264.0,6297.0,Bihar,12,175,IIIT,175MIE
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,254.0,254.0,402.0,402.0,402.0,402.0,,,,,,,254.0,402.0,Bihar,12,175,IIIT,175MIEP
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),14896.0,18314.0,14896.0,18686.0,14896.0,18686.0,14896.0,19008.0,14896.0,19008.0,14896.0,19008.0,14896.0,19008.0,Bihar,12,175,IIIT,175FION
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,10861.0,14488.0,12094.0,15539.0,12094.0,15539.0,12094.0,15686.0,12094.0,15686.0,12094.0,15696.0,10861.0,15696.0,Bihar,12,175,IIIT,175MION
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,752.0,845.0,1666.0,1722.0,1666.0,1722.0,1666.0,1666.0,1666.0,1666.0,1666.0,1666.0,752.0,1722.0,Bihar,12,175,IIIT,175MIONP
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),29881.0,41217.0,29881.0,43979.0,29881.0,43979.0,29881.0,44014.0,29881.0,44014.0,29881.0,44067.0,29881.0,44067.0,Bihar,12,175,IIIT,175FIO
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,24940.0,37751.0,28667.0,40376.0,28667.0,40376.0,28667.0,40975.0,28667.0,40975.0,28667.0,41121.0,24940.0,41121.0,Bihar,12,175,IIIT,175MIO
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1203.0,1543.0,1543.0,2003.0,1543.0,2003.0,1543.0,2003.0,1543.0,2003.0,1543.0,2003.0,1203.0,2003.0,Bihar,12,175,IIIT,175MIOP
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),8015.0,8528.0,9550.0,9994.0,9550.0,9994.0,10234.0,10273.0,10234.0,10273.0,10234.0,10273.0,8015.0,10273.0,Bihar,12,175,IIIT,175FHSC
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,7661.0,8750.0,8022.0,9559.0,8022.0,9559.0,8022.0,9836.0,8022.0,9908.0,8022.0,9910.0,7661.0,9910.0,Bihar,12,175,IIIT,175MISC
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4511.0,4511.0,4511.0,4511.0,4511.0,4511.0,5329.0,5329.0,5329.0,5329.0,5418.0,5418.0,4511.0,5418.0,Bihar,12,175,IIIT,175FIST
Indian Institute of Information Technology Bhagalpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3313.0,4281.0,3714.0,4760.0,3714.0,4760.0,3714.0,5015.0,3714.0,5015.0,3714.0,5067.0,3313.0,5067.0,Bihar,12,175,IIIT,175MIST
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),7295.0,7295.0,8042.0,8042.0,8042.0,8042.0,8083.0,8083.0,8083.0,8083.0,8083.0,8083.0,7295.0,8083.0,Bihar,12,175,IIIT,175FIE
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5792.0,6238.0,6481.0,6599.0,6481.0,6599.0,6481.0,6602.0,6481.0,6602.0,6500.0,6670.0,5792.0,6670.0,Bihar,12,175,IIIT,175MIE
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),18957.0,18957.0,19741.0,19741.0,19741.0,19741.0,19741.0,19741.0,19741.0,19741.0,19741.0,19741.0,18957.0,19741.0,Bihar,12,175,IIIT,175FION
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,13838.0,15417.0,13838.0,16738.0,13838.0,16738.0,13838.0,16936.0,13838.0,17045.0,13838.0,17055.0,13838.0,17055.0,Bihar,12,175,IIIT,175MION
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1196.0,1196.0,1626.0,1626.0,1626.0,1626.0,,,,,,,1196.0,1626.0,Bihar,12,175,IIIT,175MIONP
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),41748.0,43451.0,44014.0,48719.0,44014.0,48719.0,48719.0,49478.0,48719.0,50610.0,48719.0,50610.0,41748.0,50610.0,Bihar,12,175,IIIT,175FIO
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,26166.0,40291.0,26166.0,42835.0,26166.0,42835.0,26166.0,43464.0,26166.0,43576.0,26166.0,43918.0,26166.0,43918.0,Bihar,12,175,IIIT,175MIO
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2553.0,2560.0,2776.0,2957.0,2776.0,2957.0,2957.0,3228.0,2957.0,3228.0,2957.0,3228.0,2553.0,3228.0,Bihar,12,175,IIIT,175MIOP
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),9784.0,9897.0,10424.0,10603.0,10424.0,10603.0,10932.0,10962.0,10932.0,10962.0,10932.0,10962.0,9784.0,10962.0,Bihar,12,175,IIIT,175FHSC
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,7770.0,9121.0,7770.0,9852.0,7770.0,9852.0,7770.0,10185.0,7770.0,10266.0,7770.0,10308.0,7770.0,10308.0,Bihar,12,175,IIIT,175MISC
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4951.0,4951.0,5329.0,5329.0,5329.0,5329.0,5418.0,5418.0,5418.0,5418.0,5503.0,5503.0,4951.0,5503.0,Bihar,12,175,IIIT,175FIST
Indian Institute of Information Technology Bhagalpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4439.0,4591.0,4591.0,4915.0,4591.0,4915.0,4591.0,5130.0,4591.0,5130.0,4591.0,5130.0,4439.0,5130.0,Bihar,12,175,IIIT,175MIST
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),7151.0,7151.0,7952.0,7952.0,7952.0,7952.0,7952.0,7952.0,7952.0,7952.0,7952.0,7952.0,7151.0,7952.0,Bihar,12,175,IIIT,175FIE
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5828.0,5828.0,5892.0,5892.0,5892.0,5892.0,5892.0,5892.0,5892.0,5892.0,5893.0,5893.0,5828.0,5893.0,Bihar,12,175,IIIT,175MIE
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),18967.0,18967.0,19794.0,19794.0,19794.0,19794.0,20456.0,20456.0,20456.0,20456.0,20456.0,20456.0,18967.0,20456.0,Bihar,12,175,IIIT,175FION
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,14587.0,15023.0,15011.0,16091.0,15011.0,16091.0,15011.0,16308.0,15011.0,16308.0,15011.0,16308.0,14587.0,16308.0,Bihar,12,175,IIIT,175MION
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,25314.0,38171.0,25314.0,40812.0,25314.0,40812.0,25314.0,41275.0,25314.0,41482.0,25314.0,42091.0,25314.0,42091.0,Bihar,12,175,IIIT,175MIO
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2488.0,2488.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,3028.0,2488.0,3028.0,Bihar,12,175,IIIT,175MIOP
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8573.0,8984.0,9385.0,9609.0,9385.0,9609.0,9848.0,9979.0,9974.0,10285.0,9974.0,10414.0,8573.0,10414.0,Bihar,12,175,IIIT,175MISC
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),5002.0,5002.0,5317.0,5317.0,5317.0,5317.0,5518.0,5518.0,5518.0,5518.0,5518.0,5518.0,5002.0,5518.0,Bihar,12,175,IIIT,175FIST
Indian Institute of Information Technology Bhagalpur,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4288.0,4374.0,4834.0,4939.0,4834.0,4939.0,4834.0,5187.0,4834.0,5187.0,5187.0,5288.0,4288.0,5288.0,Bihar,12,175,IIIT,175MIST
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),8613.0,8613.0,8984.0,8984.0,8984.0,8984.0,9497.0,9497.0,9497.0,9497.0,9497.0,9497.0,8613.0,9497.0,Bihar,12,175,IIIT,175FIE
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,6564.0,6685.0,6843.0,7301.0,6843.0,7301.0,6892.0,7304.0,7039.0,7385.0,7301.0,7753.0,6564.0,7753.0,Bihar,12,175,IIIT,175MIE
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),20439.0,20799.0,22919.0,23769.0,22919.0,23769.0,22919.0,23770.0,22919.0,23770.0,23770.0,24133.0,20439.0,24133.0,Bihar,12,175,IIIT,175FION
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,15260.0,16593.0,16781.0,17571.0,16781.0,17571.0,17088.0,17754.0,17088.0,17809.0,17088.0,18004.0,15260.0,18004.0,Bihar,12,175,IIIT,175MION
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1455.0,1455.0,,,,,,,,,,,1455.0,1455.0,Bihar,12,175,IIIT,175MIONP
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),48514.0,49478.0,49478.0,51543.0,49478.0,51543.0,51543.0,52471.0,51543.0,52471.0,51543.0,52471.0,48514.0,52471.0,Bihar,12,175,IIIT,175FIO
Indian Institute of Information Technology Bhagalpur,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,39691.0,44374.0,41101.0,48544.0,41101.0,48544.0,41101.0,49051.0,41101.0,49387.0,41101.0,50562.0,39691.0,50562.0,Bihar,12,175,IIIT,175MIO
