Institute,AcademicProgramName,Quota,SeatType,Gender,Round1OpeningRank,Round1ClosingRank,Round2OpeningRank,Round2ClosingRank,Round3OpeningRank,Round3ClosingRank,Round4OpeningRank,Round4ClosingRank,Round5OpeningRank,Round5ClosingRank,Round6OpeningRank,Round6ClosingRank,OpeningRank,ClosingRank,State,StateId,InstituteId,Type,Id
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,12816.0,18379.0,12816.0,18766.0,12816.0,18766.0,12816.0,18766.0,12816.0,18766.0,15932.0,19115.0,12816.0,19115.0,Madhya Pradesh,5,125,NIT,125MIO
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1057.0,1057.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1057.0,1175.0,Madhya Pradesh,5,125,NIT,125MIOP
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5225.0,6048.0,5225.0,6048.0,5225.0,6048.0,5225.0,6048.0,5225.0,6048.0,5225.0,6048.0,5225.0,6048.0,Madhya Pradesh,5,125,NIT,125FHSC
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3214.0,3580.0,3214.0,3889.0,3214.0,3889.0,3214.0,3889.0,3214.0,3889.0,3214.0,3889.0,3214.0,3889.0,Madhya Pradesh,5,125,NIT,125MISC
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2400.0,2400.0,2508.0,2508.0,2508.0,2508.0,2508.0,2508.0,2508.0,2508.0,2508.0,2508.0,2400.0,2508.0,Madhya Pradesh,5,125,NIT,125FIST
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1526.0,1704.0,1569.0,1723.0,1569.0,1723.0,1569.0,1723.0,1569.0,1723.0,1569.0,1769.0,1526.0,1769.0,Madhya Pradesh,5,125,NIT,125MIST
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),3523.0,3537.0,3544.0,3707.0,3544.0,3707.0,3544.0,3707.0,3544.0,3707.0,3544.0,3707.0,3523.0,3707.0,Madhya Pradesh,5,125,NIT,125FIE
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2369.0,2525.0,2369.0,2574.0,2369.0,2574.0,2369.0,2574.0,2369.0,2574.0,2369.0,2574.0,2369.0,2574.0,Madhya Pradesh,5,125,NIT,125MIE
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10185.0,12127.0,10185.0,12127.0,10185.0,12127.0,10185.0,12127.0,10185.0,12127.0,10185.0,12127.0,10185.0,12127.0,Madhya Pradesh,5,125,NIT,125FION
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4083.0,5488.0,4423.0,5980.0,4423.0,5980.0,4498.0,6093.0,4498.0,6093.0,4498.0,6093.0,4083.0,6093.0,Madhya Pradesh,5,125,NIT,125MION
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,Madhya Pradesh,5,125,NIT,125MIONP
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),18188.0,25119.0,18188.0,25913.0,18188.0,25913.0,18188.0,25913.0,18188.0,25913.0,18188.0,25913.0,18188.0,25913.0,Madhya Pradesh,5,125,NIT,125FIO
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,11302.0,16536.0,11302.0,16974.0,11302.0,16974.0,11302.0,16974.0,11302.0,16974.0,11302.0,16974.0,11302.0,16974.0,Madhya Pradesh,5,125,NIT,125MIO
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,990.0,1154.0,889.0,1154.0,889.0,1154.0,990.0,1154.0,990.0,1154.0,990.0,1154.0,889.0,1154.0,Madhya Pradesh,5,125,NIT,125MIOP
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4240.0,6149.0,5570.0,6191.0,5570.0,6191.0,5570.0,6191.0,5570.0,6191.0,5570.0,6191.0,4240.0,6191.0,Madhya Pradesh,5,125,NIT,125FHSC
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,929.0,3654.0,929.0,4180.0,929.0,4180.0,929.0,4180.0,929.0,4180.0,929.0,4180.0,929.0,4180.0,Madhya Pradesh,5,125,NIT,125MISC
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,186.0,186.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,186.0,264.0,Madhya Pradesh,5,125,NIT,125MISCP
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0,Madhya Pradesh,5,125,NIT,125FIST
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1330.0,1917.0,1330.0,1917.0,1330.0,1917.0,1330.0,1917.0,1489.0,1927.0,1779.0,1951.0,1330.0,1951.0,Madhya Pradesh,5,125,NIT,125MIST
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3643.0,3677.0,3677.0,3753.0,3677.0,3753.0,3677.0,3753.0,3677.0,3753.0,3677.0,3753.0,3643.0,3753.0,Madhya Pradesh,5,125,NIT,125FIE
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1669.0,1734.0,1687.0,1840.0,1687.0,1840.0,1687.0,1840.0,1687.0,1840.0,1687.0,1840.0,1669.0,1840.0,Madhya Pradesh,5,125,NIT,125MIE
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6991.0,7901.0,6991.0,8844.0,6991.0,8844.0,6991.0,8844.0,6991.0,8844.0,6991.0,8844.0,6991.0,8844.0,Madhya Pradesh,5,125,NIT,125FION
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3423.0,4863.0,3423.0,5200.0,3423.0,5200.0,3423.0,5209.0,3796.0,5233.0,3796.0,5233.0,3423.0,5233.0,Madhya Pradesh,5,125,NIT,125MION
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,250.0,250.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,250.0,304.0,Madhya Pradesh,5,125,NIT,125MIONP
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),16148.0,21715.0,19334.0,22705.0,19334.0,22705.0,19334.0,22705.0,19334.0,22705.0,19334.0,22705.0,16148.0,22705.0,Madhya Pradesh,5,125,NIT,125FIO
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,9640.0,12706.0,9640.0,12925.0,9640.0,12925.0,10618.0,12933.0,10618.0,12933.0,10618.0,12933.0,9640.0,12933.0,Madhya Pradesh,5,125,NIT,125MIO
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,439.0,477.0,544.0,636.0,544.0,636.0,544.0,636.0,544.0,636.0,544.0,636.0,439.0,636.0,Madhya Pradesh,5,125,NIT,125MIOP
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3673.0,4719.0,4344.0,4797.0,4344.0,4797.0,4344.0,4797.0,4344.0,4797.0,4344.0,4797.0,3673.0,4797.0,Madhya Pradesh,5,125,NIT,125FHSC
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2144.0,2642.0,2333.0,2857.0,2333.0,2857.0,2333.0,2857.0,2333.0,2857.0,2333.0,2857.0,2144.0,2857.0,Madhya Pradesh,5,125,NIT,125MISC
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,235.0,235.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,343.0,235.0,343.0,Madhya Pradesh,5,125,NIT,125MISCP
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2023.0,2023.0,2073.0,2073.0,2073.0,2073.0,2073.0,2073.0,2073.0,2073.0,2073.0,2073.0,2023.0,2073.0,Madhya Pradesh,5,125,NIT,125FIST
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,634.0,1313.0,862.0,1377.0,862.0,1377.0,862.0,1451.0,862.0,1451.0,862.0,1451.0,634.0,1451.0,Madhya Pradesh,5,125,NIT,125MIST
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Madhya Pradesh,5,125,NIT,125MISTP
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),6972.0,6972.0,6972.0,6972.0,6972.0,6972.0,6972.0,6972.0,6972.0,6972.0,6972.0,6972.0,6972.0,6972.0,Madhya Pradesh,5,125,NIT,125FIE
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4949.0,4949.0,6209.0,6209.0,6209.0,6209.0,6209.0,6209.0,6209.0,6209.0,6209.0,6209.0,4949.0,6209.0,Madhya Pradesh,5,125,NIT,125MIE
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),20798.0,20798.0,20798.0,20798.0,20798.0,20798.0,20798.0,20798.0,20798.0,20798.0,20798.0,20798.0,20798.0,20798.0,Madhya Pradesh,5,125,NIT,125FION
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10751.0,12786.0,12186.0,13937.0,12186.0,13937.0,13406.0,14133.0,13406.0,14133.0,13406.0,14133.0,10751.0,14133.0,Madhya Pradesh,5,125,NIT,125MION
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),39901.0,39901.0,39901.0,39901.0,39901.0,39901.0,39901.0,39901.0,39901.0,39901.0,39901.0,39901.0,39901.0,39901.0,Madhya Pradesh,5,125,NIT,125FIO
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,23805.0,28034.0,25206.0,32310.0,25206.0,32310.0,25206.0,32310.0,25206.0,32310.0,25206.0,32924.0,23805.0,32924.0,Madhya Pradesh,5,125,NIT,125MIO
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,5184.0,6619.0,5184.0,6619.0,5184.0,6619.0,5184.0,6619.0,5184.0,6619.0,5184.0,6619.0,5184.0,6619.0,Madhya Pradesh,5,125,NIT,125MISC
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,3572.0,Madhya Pradesh,5,125,NIT,125MIST
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,3370.0,Madhya Pradesh,5,125,NIT,125MIE
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14650.0,14650.0,14650.0,14650.0,14650.0,14650.0,14650.0,14650.0,14650.0,14650.0,14650.0,14650.0,14650.0,14650.0,Madhya Pradesh,5,125,NIT,125FION
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,7225.0,8270.0,7225.0,8270.0,7225.0,8270.0,7225.0,8270.0,7225.0,8270.0,7225.0,8270.0,7225.0,8270.0,Madhya Pradesh,5,125,NIT,125MION
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),30552.0,30552.0,40523.0,40523.0,40523.0,40523.0,40523.0,40523.0,40523.0,40523.0,40523.0,40523.0,30552.0,40523.0,Madhya Pradesh,5,125,NIT,125FIO
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,16830.0,23117.0,17464.0,23299.0,17464.0,23299.0,17464.0,23299.0,17464.0,23299.0,17464.0,23299.0,16830.0,23299.0,Madhya Pradesh,5,125,NIT,125MIO
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7889.0,7889.0,9196.0,9196.0,9196.0,9196.0,9196.0,9196.0,9196.0,9196.0,9196.0,9196.0,7889.0,9196.0,Madhya Pradesh,5,125,NIT,125FHSC
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4331.0,4596.0,4596.0,4714.0,4596.0,4714.0,4596.0,4714.0,4596.0,4714.0,4596.0,4714.0,4331.0,4714.0,Madhya Pradesh,5,125,NIT,125MISC
Maulana Azad National Institute of Technology Bhopal,"Energy and Electrical Vehicle Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2310.0,2310.0,2310.0,2310.0,2310.0,2310.0,2310.0,2310.0,2310.0,2310.0,2336.0,2336.0,2310.0,2336.0,Madhya Pradesh,5,125,NIT,125MIST
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),8876.0,8876.0,8876.0,8876.0,8876.0,8876.0,8876.0,8876.0,8876.0,8876.0,8876.0,8876.0,8876.0,8876.0,Madhya Pradesh,5,125,NIT,125FIE
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6438.0,6501.0,6922.0,7161.0,6922.0,7161.0,6922.0,7161.0,6922.0,7161.0,6922.0,7161.0,6438.0,7161.0,Madhya Pradesh,5,125,NIT,125MIE
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),21779.0,22328.0,21779.0,24368.0,21779.0,24368.0,21779.0,24368.0,21779.0,24368.0,21779.0,24368.0,21779.0,24368.0,Madhya Pradesh,5,125,NIT,125FION
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13406.0,15625.0,14850.0,15979.0,14850.0,15979.0,14850.0,17123.0,14850.0,17123.0,14850.0,17123.0,13406.0,17123.0,Madhya Pradesh,5,125,NIT,125MION
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,1812.0,1812.0,,,,,,,,,,,1812.0,1812.0,Madhya Pradesh,5,125,NIT,125MIONP
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),54796.0,56839.0,56839.0,59932.0,56839.0,59932.0,56839.0,59932.0,56839.0,59932.0,56839.0,59932.0,54796.0,59932.0,Madhya Pradesh,5,125,NIT,125FIO
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,37000.0,45067.0,43107.0,48234.0,43107.0,48234.0,43107.0,48654.0,43107.0,48654.0,43107.0,48894.0,37000.0,48894.0,Madhya Pradesh,5,125,NIT,125MIO
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,2915.0,2915.0,,,,,,,,,,,2915.0,2915.0,Madhya Pradesh,5,125,NIT,125MIOP
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),10338.0,10338.0,10915.0,10915.0,10915.0,10915.0,10915.0,10915.0,10915.0,10915.0,10915.0,10915.0,10338.0,10915.0,Madhya Pradesh,5,125,NIT,125FHSC
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,7181.0,7840.0,7736.0,9314.0,7736.0,9314.0,7736.0,9387.0,7736.0,9387.0,7736.0,9388.0,7181.0,9388.0,Madhya Pradesh,5,125,NIT,125MISC
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,4455.0,Madhya Pradesh,5,125,NIT,125FIST
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3191.0,4217.0,3191.0,4217.0,3191.0,4217.0,3191.0,4217.0,4217.0,4713.0,4217.0,4713.0,3191.0,4713.0,Madhya Pradesh,5,125,NIT,125MIST
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7670.0,7670.0,8030.0,8030.0,8030.0,8030.0,8030.0,8030.0,8030.0,8030.0,8030.0,8030.0,7670.0,8030.0,Madhya Pradesh,5,125,NIT,125FIE
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5563.0,5645.0,5707.0,5955.0,5707.0,5955.0,5955.0,6305.0,5955.0,6305.0,5955.0,6305.0,5563.0,6305.0,Madhya Pradesh,5,125,NIT,125MIE
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),18469.0,18549.0,19728.0,20519.0,19728.0,20519.0,20799.0,20814.0,20799.0,20814.0,20799.0,20814.0,18469.0,20814.0,Madhya Pradesh,5,125,NIT,125FION
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,12160.0,13739.0,12160.0,14425.0,12160.0,14425.0,13368.0,14583.0,13368.0,14652.0,13368.0,14652.0,12160.0,14652.0,Madhya Pradesh,5,125,NIT,125MION
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),45042.0,47029.0,47029.0,52507.0,47029.0,52507.0,52507.0,53313.0,52507.0,53313.0,52507.0,53980.0,45042.0,53980.0,Madhya Pradesh,5,125,NIT,125FIO
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,33161.0,39322.0,33161.0,40814.0,33161.0,40814.0,33161.0,42392.0,33161.0,42392.0,33161.0,42459.0,33161.0,42459.0,Madhya Pradesh,5,125,NIT,125MIO
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2116.0,2116.0,2116.0,2116.0,2116.0,2116.0,2116.0,2116.0,2116.0,2116.0,2116.0,2116.0,2116.0,2116.0,Madhya Pradesh,5,125,NIT,125MIOP
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),8791.0,8791.0,9160.0,9160.0,9160.0,9160.0,9160.0,9160.0,9160.0,9160.0,9160.0,9160.0,8791.0,9160.0,Madhya Pradesh,5,125,NIT,125FHSC
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6453.0,6702.0,6453.0,7483.0,6453.0,7483.0,6453.0,7727.0,6453.0,7727.0,6453.0,7727.0,6453.0,7727.0,Madhya Pradesh,5,125,NIT,125MISC
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),4294.0,4294.0,4359.0,4359.0,4359.0,4359.0,4359.0,4359.0,4359.0,4359.0,4359.0,4359.0,4294.0,4359.0,Madhya Pradesh,5,125,NIT,125FIST
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2736.0,2759.0,2759.0,2830.0,2759.0,2830.0,2759.0,2830.0,2759.0,2830.0,2759.0,2830.0,2736.0,2830.0,Madhya Pradesh,5,125,NIT,125MIST
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,EWS,Female-only (including Supernumerary),3425.0,3425.0,3425.0,3425.0,3425.0,3425.0,3425.0,3425.0,3425.0,3425.0,3425.0,3425.0,3425.0,3425.0,Madhya Pradesh,5,125,NIT,125FIE
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,EWS,Gender-Neutral,2212.0,2212.0,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,2324.0,2212.0,2324.0,Madhya Pradesh,5,125,NIT,125MIE
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Female-only (including Supernumerary),9804.0,9804.0,9804.0,9804.0,9804.0,9804.0,9804.0,9804.0,9804.0,9804.0,9804.0,9804.0,9804.0,9804.0,Madhya Pradesh,5,125,NIT,125FION
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,4379.0,5163.0,4493.0,5548.0,4493.0,5548.0,4493.0,5548.0,4493.0,5548.0,4493.0,5791.0,4379.0,5791.0,Madhya Pradesh,5,125,NIT,125MION
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Female-only (including Supernumerary),22952.0,22952.0,22952.0,22952.0,22952.0,22952.0,22952.0,22952.0,22952.0,22952.0,22952.0,22952.0,22952.0,22952.0,Madhya Pradesh,5,125,NIT,125FIO
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Gender-Neutral,13200.0,15911.0,13200.0,16703.0,13200.0,16703.0,13200.0,16703.0,13200.0,16703.0,13200.0,16703.0,13200.0,16703.0,Madhya Pradesh,5,125,NIT,125MIO
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,3241.0,3653.0,3241.0,3653.0,3241.0,3653.0,3241.0,3653.0,3241.0,3653.0,3241.0,3653.0,3241.0,3653.0,Madhya Pradesh,5,125,NIT,125MISC
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,Gender-Neutral,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,Madhya Pradesh,5,125,NIT,125MIST
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,Gender-Neutral,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2231.0,2231.0,2054.0,2231.0,Madhya Pradesh,5,125,NIT,125MIE
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Female-only (including Supernumerary),5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,5532.0,Madhya Pradesh,5,125,NIT,125FION
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,4616.0,4969.0,4948.0,5322.0,4948.0,5322.0,4948.0,5322.0,4948.0,5322.0,4948.0,5322.0,4616.0,5322.0,Madhya Pradesh,5,125,NIT,125MION
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Female-only (including Supernumerary),20707.0,20707.0,20707.0,20707.0,20707.0,20707.0,20707.0,20707.0,20707.0,20707.0,20707.0,20707.0,20707.0,20707.0,Madhya Pradesh,5,125,NIT,125FIO
